word,count
天一,4
既有,4
匆忙,4
首席,4
喝奶,4
top,4
那晚,4
迎風邊,4
伊開始,4
越唱放,4
gary,4
很輕快,4
intro,4
關聯,4
還算,4
完傑倫,4
嚇鼠,4
協會,4
cindy,4
家教,4
那畫面,4
田埂,4
周杰倫越,4
不晃會,4
Tune,4
espa,4
之後有,4
過時代,4
3d,4
海裡,4
旅途,4
壽命,4
總算,4
障害,4
進心裡,4
雨紛,4
紛舊,4
你彈,4
中帶,4
或經,4
人知,4
情願,4
愛愛愛,4
笑話,4
不急,4
先教,4
最後退,4
blues,4
教學,4
充實,4
花博,4
izhe,4
男聲,4
生氣給,4
重本,4
聽多,4
化妝師,4
畫着,4
嘆姻,4
笛笛聲,4
透透,4
浪花,4
How,4
狐狸,4
挑戰夢遊,4
初步,4
辦到,4
大仙,4
風趣,4
沒破千萬,4
主觀,4
溫嵐,4
懊惱,4
小行星,4
愛好者,4
下半年,4
回承諾,4
雨刷,4
假粉,4
紅毛,4
super,4
列出,4
豬迷,4
光臨,4
WW,4
型號,4
LP700,4
還強,4
倫媽媽,4
可恨,4
鐵齒,4
碧潭,4
牧司,4
冷氣,4
被關,4
大鳥,4
打野,4
艾希,4
過啞口,4
稀薄,4
這街頭,4
我空襲,4
警報,4
走哇,4
順向坡,4
開口勢,4
均力,4
敵才,4
主宰,4
粉碎,4
肥佬黎,4
cup,4
大費,4
周章,4
董超,4
偏頭痛,4
serious,4
艱苦落,4
jazz,4
水上,4
懶惰,4
河系,4
東區,4
迎光,4
臨為,4
灰心,4
此經,4
佛力,4
南無,4
或藥,4
師咒,4
滿願,4
醫藥,4
確有,4
經心,4
持誦,4
信善,4
有能,4
百千,4
至心,4
彼藥師,4
橫死,4
願滿,4
那摩,4
巴噶瓦爹,4
白薩加,4
外度裡,4
喇加,4
達踏嘎達,4
喇爹,4
藐三布,4
三目,4
嘎爹,4
悉皆,4
燒香,4
塗香,4
伎樂,4
自書,4
教人書,4
消業,4
看相,4
關經文,4
達底,4
薛瑞,4
夏美,4
準提咒,4
background,4
久之,4
粉紅色,4
聖誕樹,4
誕節,4
universe,4
thousands,4
中文版,4
手想,4
Pei,4
沒認,4
聽療,4
Shao,4
備胎,4
語安,4
Netflix,4
當第,4
調香師,4
中船,4
位子,4
鐘意,4
那瓶,4
完才,4
耶西,4
大祭司,4
雷公,4
還真想,4
菠菜,4
不鈴林,4
喝林,4
超極,4
倫後期,4
身軀,4
出厚實,4
撐起,4
天觀,4
我碎,4
逢源,4
恐後或爭,4
氣貫,4
山巔,4
全在,4
忠奸,4
先哥,4
賣給,4
廟會,4
托拉,4
多佛,4
碗公,4
does,4
上眼,4
哈特,4
培波,4
近幾年,4
橙色,4
開門後周,4
圍馬上,4
終於出,4
拍拖,4
頭痛,4
begitu,4
Deities,4
詠琳,4
無聊合,4
weixiao,4
zhidao,4
bored,4
gogo,4
coins,4
Jazz,4
大的門,4
灣那,4
強太多,4
我離,4
小城,4
周湯豪,4
王強,4
花木,4
田震,4
東門國,4
ohCome,4
廣泛,4
進場,4
四聲,4
況且,4
基測,4
耍耍,4
瀏海,4
雨婷,4
backlight,4
romance,4
landscape,4
cheers,4
號角翔,4
克里,4
pagani,4
琪琪,4
迫害,4
曲比,4
拆散,4
ozhe,4
uw,4
ix,4
nhu,4
nq,4
桃花,4
插來,4
一級,4
哪座橋,4
將筆,4
門前,4
小柚,4
何溝通,4
garis,4
你側,4
membentuk,4
sebuah,4
ngqi,4
ngku,4
咪氣,4
給咪,4
嘴動動,4
mimimimimimimimi,4
好聲音,4
太瘦,4
坐坐,4
lemon,4
地等楓,4
餅輪,4
其實要,4
我動作,4
艾美,4
可維京,4
億次,4
所定,4
冰激凌,4
306,4
感覺量,4
愛等,4
hathaway,4
觀戰,4
投旋轉,4
切成,4
演不出,4
畫面裡,4
付不出,4
緣若,4
最愛糾纏,4
好市,4
捉摸不定,4
Waacking,4
加一點,4
nch,4
攪拌,4
四驚千牛,4
以半龍,4
追想,4
美留,4
Rip,4
錢幣,4
玩一玩,4
紙牌,4
報業績,4
我法國,4
我希臘,4
愛神,4
丘比特,4
繞著圈,4
騷法,4
近當,4
御子,4
霍家拳,4
精武,4
腓利,4
努努,4
一鬥球場,4
防如鐵冑,4
簽名照,4
冰霜,4
開扇,4
花槍,4
不搖晃,4
邊疆,4
荒涼,4
配對,4
配夕陽,4
山越,4
嶺渡,4
一清,4
在水一方,4
我撐,4
回頭望,4
裡學,4
開炮,4
如故,3
挺住,3
連張,3
飄到,3
呆呆,3
新春,3
臉紅,3
這時間,3
愣住,3
音樂曲風,3
正值,3
不虛,3
這首時,3
時光裡,3
發房間,3
打勾,3
woo,3
這把,3
香菇,3
人情,3
敬畏,3
眾的,3
歸給,3
自我安慰,3
然後開始,3
先是,3
愛耶穌,3
我邊,3
亂倫,3
下藥,3
藍盈真,3
我前,3
再演,3
小天使,3
更怪,3
藍盈,3
打炮,3
叫聲,3
原汁原味,3
深關,3
Call,3
聯手,3
分成,3
年僅,3
劃分,3
範疇,3
一類,3
動靜,3
快慢,3
切合,3
敘事,3
碎念,3
寶珠,3
新莊,3
痛到,3
閃電,3
加強,3
太頂,3
大水,3
開水,3
減肥,3
董後面,3
周剛,3
出會,3
即巔,3
某位,3
富裕,3
徐若,3
喇嘛,3
一鳴,3
歌實,3
搞定,3
我大學,3
較強,3
吸氣,3
橫跨,3
初見,3
缺一不可,3
西亞嘉年華,3
不老,3
排進,3
信念,3
裝逼,3
經無法,3
2042,3
吳俊霖,3
Apateu,3
平八,3
Heihachi,3
攝風格,3
大功,3
車牌,3
輕人們,3
還沒紅,3
內雙,3
1995,3
周建人,3
演唱者,3
宣傳片,3
請揮動,3
這鍵,3
好靚,3
局面,3
周賤,3
將我,3
傷人,3
Omg,3
instagram,3
打贏,3
寫進,3
入主,3
兔子,3
前有,3
萬聽,3
點子,3
研究生,3
審美觀,3
聲帶,3
走傑潤,3
沒人管,3
一現,3
經寫,3
王傑,3
謝金燕,3
這結論,3
卡車,3
時收,3
海放,3
告誡,3
牛票,3
並肩,3
唱和,3
前奏曲,3
行買,3
外型,3
第一年,3
管束,3
周哥,3
裡了,3
性情,3
有靈魂,3
金光,3
出遊,3
商店,3
之詞,3
慵懶,3
輕到,3
小虎隊,3
成經典,3
步步高,3
來氣,3
一連,3
五音不全,3
現代感,3
必放,3
蠻難,3
qianA,3
piece,3
cloud,3
woThe,3
stay,3
詳情,3
猩猩,3
學業,3
Shou,3
shouHand,3
buOne,3
tianWatching,3
xingLooking,3
keone,3
xianForming,3
Bei,3
yuanBack,3
jianLooking,3
遊覽車,3
耳目一新,3
最神,3
做些,3
沒興趣,3
氣得,3
石器,3
明哥,3
現代風,3
選秀,3
傻掉,3
物理,3
Hip,3
Hop,3
加油站,3
年時,3
極端,3
800,3
天縱,3
超鬼,3
深受,3
最愛他,3
學過,3
層面,3
發新歌,3
CP,3
點都,3
小六,3
紅什麼,3
youtuber,3
減少,3
胡彥,3
實體,3
外太空,3
直覺,3
cao,3
一方面,3
起訴,3
會痛,3
性騷擾,3
玩著,3
GG,3
看新聞,3
物以,3
類聚,3
坐牢,3
到期,3
vcd,3
康康撐,3
選角,3
監獄,3
男配角,3
好酒,3
趁早,3
董下,3
卡一個,3
董都,3
周杰倫神,3
看覺,3
旗下,3
正直,3
保管,3
無緣,3
安然,3
鬼片,3
年後才,3
算不上,3
追過,3
你贏,3
怪獸,3
洗心,3
洗滌過,3
人問,3
拓元,3
交織,3
王菲,3
齊聚,3
CHOU,3
格調,3
不傷,3
子孫,3
小白臉,3
情路,3
身處,3
大風,3
月初,3
電視前,3
再然,3
董新歌,3
zer,3
那要,3
挑選,3
重逢,3
小馬哥,3
阿斯,3
寫個,3
高架,3
曹格,3
翻白眼,3
最愛最,3
尊敬,3
升國,3
上身,3
蛀牙,3
判斷,3
主食,3
潰瘍,3
女主長,3
相像,3
MD,3
但長,3
感悟,3
dark,3
沒幾個,3
但華語,3
真高,3
點少,3
早早,3
內臟,3
洗掉,3
春色,3
斷氣,3
絕無,3
君士坦丁堡,3
小學時,3
之旅,3
敬請,3
去一趟,3
胖貓,3
車載,3
周杰倫剛,3
感比,3
最爛,3
一排,3
拉回,3
起初,3
泡泡,3
TOP,3
walkman,3
指引,3
過中國,3
差勁,3
83,3
確信,3
再重,3
才剛,3
zao,3
heartbeat,3
everyday,3
曲配,3
一艘,3
當爹,3
playlist,3
置信,3
沒仔細,3
顧慮,3
不多人,3
天吶,3
詩級,3
好優,3
著心,3
days,3
那股,3
要加,3
音火,3
說還,3
所見,3
東卡,3
媽祖,3
武德,3
挑出,3
奇葩,3
能詳,3
人意,3
下週,3
阿葵,3
金鑾宮,3
G4,3
取決,3
年剛,3
跟得上,3
華人界,3
媽帥,3
還到,3
買個,3
醬子,3
玩味,3
矮油,3
Nice,3
Blue,3
左撇子,3
怎都,3
大雅,3
幾分,3
高山,3
classic,3
六個,3
偉人,3
面接,3
啟發,3
魔音,3
美洲,3
周杰倫年,3
這歌現,3
沒人會,3
老土,3
三甲,3
覺得帥,3
傑倫萬歲,3
救世主,3
納悶,3
醒腦,3
沒喜,3
直譯,3
不仔細,3
隱隱約,3
光大,3
低成本,3
絕版,3
曝光,3
大碟,3
老臘肉,3
神偷,3
火紅,3
去學,3
111,3
Dan,3
Thu,3
Ph,3
Tr,3
Qu,3
Inception,3
Ng,3
Out,3
學姐,3
pick,3
勃起,3
好配,3
第一代,3
倒背如流,3
淡出,3
不會紅,3
走靜靜,3
幸福感,3
真難過,3
點半,3
真羨慕,3
義無反顧,3
巧思,3
鐘能,3
病態,3
每夜,3
看清,3
面容,3
諾蘭,3
Flow,3
短視,3
誠心,3
哇操,3
國父,3
二十四年,3
預計,3
戲劇,3
有所不同,3
語音,3
學周,3
啟示錄,3
跳動染紅,3
月簽,3
開導,3
個國,3
夢中,3
驚醒,3
夢見,3
多歌,3
聽反,3
刷掉,3
轟炸,3
推薦給,3
一片空白,3
按下,3
著耳機,3
改唱,3
那為,3
會現,3
代名,3
舉腳,3
寒假,3
密哦,3
懷念國,3
喜歡哥,3
中年人,3
歌感覺,3
10000,3
好愛他,3
沒回,3
量子,3
偏向,3
迷濛,3
號的,3
依據,3
課堂,3
等等等等,3
幸生,3
目有,3
拉比,3
中東,3
大英,3
二十一,3
試驗,3
推理,3
動態,3
biggest,3
since,3
At,3
clear,3
Tang,3
such,3
Like,3
trust,3
USA,3
課上,3
立行,3
每天晚上,3
書店,3
聽愛在,3
三千八百,3
的國,3
邊笑,3
前年,3
失聯,3
舉動,3
完電影,3
引用,3
維基,3
百科,3
三高,3
股市,3
會前,3
而今,3
新西蘭,3
再後來,3
午餐,3
測驗,3
只限,3
曲詞,3
俱佳,3
曲和詞,3
整年,3
比不過,3
即時,3
怎麼還,3
自大,3
梅花,3
含蓄,3
課要,3
充斥,3
使得,3
耀眼,3
里程碑,3
相比之下,3
休閒,3
一數,3
宮殿,3
然後說,3
LNG,3
楊謹華,3
太精彩,3
一發,3
公斤,3
冤枉,3
人父,3
受虐,3
手不會,3
咖聽,3
了媽,3
譴責,3
有學生,3
還出,3
澄清,3
專訪,3
含義是,3
儲藏室,3
家長,3
爆幹,3
cue,3
忍着,3
反思,3
裝什麼,3
或給,3
尼瑪,3
整容,3
反骨帶,3
反骨過,3
打人,3
感概,3
我練,3
不痛,3
濃鬱,3
mandarin,3
goes,3
clearly,3
anything,3
家事,3
數都,3
終生,3
憤怒,3
各有千秋,3
贏家,3
被子,3
麥克,3
前去,3
油管,3
企鵝,3
咕咕,3
激昂,3
bring,3
最像,3
幾年還,3
愛有,3
沒擔,3
想大聲,3
單愛,3
黑社會,3
鼎盛,3
fit,3
切斷,3
清水,3
dvd,3
fucking,3
按摩,3
要養,3
提早,3
上海市,3
愛想,3
分給,3
不入,3
太子,3
輪流,3
別以,3
很羨慕,3
超愛這個,3
愛戀,3
熟女,3
愛多,3
過一輩子,3
教官,3
點點點,3
友達,3
老朋友,3
歌耐,3
之流,3
大有,3
nokia,3
超懷念,3
棒呆,3
聽媽,3
老師問,3
再戰,3
不會後悔,3
比特,3
執行,3
合適,3
部署,3
超級帥,3
flash,3
討債,3
和尚,3
川崎,3
哪國,3
八戒,3
換一個,3
光看,3
哥是,3
怎麼紅,3
頑童,3
飄過,3
常見,3
god,3
列入,3
我泰國,3
報員,3
周杰倫獨,3
兩岸和諧,3
女優,3
特麼,3
含有,3
跟別,3
全套,3
toughboy123,3
trap,3
變瘦,3
事成,3
變美,3
發給,3
苦短,3
當聽,3
噴射,3
南通,3
輕歲,3
弦律,3
行大運,3
中文歌曲,3
Over,3
經常去,3
肆虐,3
爭執,3
家境,3
成全,3
傑倫戴,3
某某,3
大得頭,3
公演,3
鼻腔,3
火鍋,3
甜言,3
蜜語,3
倫大舌頭,3
安逸,3
肉體,3
並不會,3
漂浮,3
還亂,3
境遷,3
還在給,3
荏苒,3
NB,3
下架,3
從小五,3
最純,3
而家,3
論壇,3
2043,3
已逝,3
經病,3
幹部,3
他剛,3
老兵,3
999,3
二重唱,3
大年初二,3
苦痛,3
越有,3
行銷,3
這首周,3
bridge,3
這調,3
聞到,3
沒意識,3
靦腆,3
開放,3
媽我,3
坦然,3
兌不起,3
十來,3
冷門曲,3
神神,3
鍋牛,3
多半,3
添加,3
正正,3
鳳凰,3
注意安全,3
播著,3
一進,3
可愛我,3
LOOP,3
慶幸生,3
哪場,3
下限,3
傑倫當,3
哪像,3
壁爐,3
beat,3
真厲害,3
惡靈,3
貶低,3
出戏,3
很華麗,3
多天,3
詩一樣,3
鬼怪,3
曠世鉅作,3
詩意,3
Best,3
神詞,3
然後無限,3
全家人,3
每逢,3
生人,3
不會過,3
駭客,3
大愛周,3
某日,3
William,3
死心,3
不寫,3
感太強,3
加進,3
荷蘭,3
翻看,3
這實,3
JR,3
Chong,3
pass,3
Shanghai,3
egg,3
JOBS,3
quote,3
香奈兒,3
Chanel,3
James,3
密歐,3
情史,3
先進,3
無疑,3
著重,3
玄機,3
特地去,3
背歌,3
外地,3
怪現,3
演說,3
沒上,3
會頭,3
贊成,3
截棍,3
追着,3
反觀現,3
使出,3
消毒,3
人馬,3
名次,3
脈絡,3
領導,3
發揮到,3
民眾,3
理論,3
破產,3
橫掃,3
除外,3
現在華,3
太妙了,3
同等,3
柳丁,3
Metallica,3
力行,3
客服,3
高橋,3
樂壇巔,3
銜接,3
年華語,3
東施效,3
英雄救美,3
震驚,3
小迷妹,3
起頭,3
周杰倫前,3
男團,3
誠實,3
聊聊,3
流口水,3
逍遙嘆,3
用歌,3
聲來,3
學著,3
多端,3
破歌,3
爛掉,3
吞下去,3
favorite,3
talent,3
他並,3
葵著,3
知曲,3
茫然,3
哭笑不得,3
毅然,3
不悔,3
mengerti,3
juga,3
tau,3
ngj,3
sudah,3
menjadi,3
hope,3
myself,3
meninggalkanmu,3
iYou,3
break,3
Kenapa,3
punya,3
jauh,3
pun,3
memilih,3
silent,3
羽球,3
Jo,3
喜喜,3
作得,3
回看,3
左耳,3
敬上,3
實是,3
入獄,3
面臨,3
學點,3
新北,3
房裡,3
精神病,3
冒牌,3
低級,3
恆星,3
飛船,3
瞬即,3
談笑,3
傑倫應,3
頭一,3
底層,3
考研,3
哭慘,3
入口,3
阿北,3
他會紅,3
我聯,3
錄進,3
進發,3
出路,3
打入,3
心累,3
麥克傑克森,3
所能,3
恆久,3
了連,3
任風,3
反省,3
執政黨,3
普篩,3
動起,3
根源,3
友善,3
足矣,3
唱來,3
女粉,3
簡介,3
很榮幸,3
有杰倫,3
失意,3
Xiao,3
Ren,3
是關,3
葉片,3
所願,3
安裝,3
一事,3
本應,3
參賽者,3
真面目,3
唸成,3
級生,3
思路,3
自主,3
出版,3
韓星,3
祥迷,3
點燃,3
七色,3
權志龍,3
公狗,3
欣慰,3
輸贏,3
Fantasy,3
定居,3
會里,3
師徒,3
吳宗憲唱,3
太油,3
人材,3
有傑倫真,3
點兒,3
背後是,3
但當,3
業餘,3
國王,3
1997,3
赫然,3
周杰倫版,3
立判,3
這集,3
眼淚點,3
強的,3
男女朋友,3
王世監,3
靈體,3
本源,3
失業,3
初三,3
杰倫越,3
兼具,3
封殺,3
合法,3
年小學,3
韻耶,3
尊榮,3
超乎,3
萬名,3
習俗,3
路加福音,3
所要,3
瑪西,3
安息日,3
名裡,3
呼求,3
當心,3
代禱,3
婚宴,3
命定,3
聖潔,3
經文,3
盡情,3
倘若,3
讀過,3
5555,3
雜音,3
聲嚇,3
九日,3
listen,3
三小時,3
上下班,3
Day,3
迎新,3
攜手,3
運轉,3
自立,3
形態,3
僅僅,3
機制,3
大平,3
運營,3
技能,3
積累,3
資深,3
快手,3
哥布林,3
精選輯,3
上半,3
人族,3
中二倫,3
爆擊,3
夠強,3
列國,3
爭戰,3
火湖,3
受過,3
背水,3
一戰,3
2080,3
董絕,3
撞球,3
光盤,3
異類,3
清潔,3
韻律,3
人終,3
越差,3
這編,3
射手座,3
暴雪,3
蘇有,3
經喜,3
BTW,3
金庸,3
回聽,3
手邊,3
噪音,3
幾場,3
阿爹,3
生來,3
輕時代,3
劉喆瑩,3
珍藏,3
摯愛,3
平安夜,3
還老,3
狂放,3
火到,3
停停,3
別往,3
過後又是,3
天氣涼,3
好久好久,3
下句點,3
難忘,3
會繼續,3
週日,3
過現,3
便當,3
6th,3
7th,3
withstand,3
gave,3
遲來,3
沒有紅,3
公眾,3
經習慣,3
書包,3
專輯獎,3
共處,3
橫濱,3
總裁,3
國小國,3
op,3
物是人非,3
雙周,3
不由,3
holy,3
集中,3
吹拂,3
此地,3
那日,3
似有,3
遺留,3
所得,3
俠客,3
彷如,3
紛擾,3
盡然,3
周杰倫早,3
芮恩,3
歌絕,3
噪聲,3
非洲,3
很正,3
絲們,3
袋中,3
不耐,3
琅琅上口,3
銀色,3
懂現,3
時時,3
周杰倫以,3
城像,3
河東,3
年出,3
北斗神拳,3
聽龍拳,3
工商,3
很尬,3
不協調,3
甲辰,3
賽亞人,3
晉級,3
哲理,3
噴了,3
傑倫中,3
國大陸,3
小童,3
越大,3
當媽媽,3
冬奧會,3
大吉,3
先鋒,3
超中,3
條評論,3
爺青回,3
漢字,3
方舟,3
合格,3
愛家,3
桑田,3
團結,3
灣應,3
之匹,3
火力,3
僵直,3
很秀,3
age,3
真夠,3
磅礴,3
數不清,3
水的魚,3
鐵軌,3
首聽,3
不會講,3
高水準,3
沒為,3
lead,3
田蠅,3
親像,3
杰倫有,3
唸法,3
打飛機,3
舒爽,3
灣華語,3
唏噓,3
阿周,3
漫着,3
個帥,3
改編成,3
真不虧,3
76543,3
冷落,3
莫明,3
浙江,3
客語,3
代溝,3
將就,3
七貴,3
車貴,3
丟位,3
墨倆,3
總起,3
記西,3
隆起,3
開往,3
thiann,3
kha,3
bih,3
lau,3
tsua,3
kah,3
tinn,3
bong,3
tsiong,3
lam,3
iann,3
biak,3
siu,3
不袂擱,3
khuann,3
tshu,3
看昔邊,3
tsh,3
哪會,3
龍系,3
zie,3
放莫,3
cei,3
chhia,3
chiah,3
tiu,3
關注度,3
沒紅起,3
這蹦,3
這蹦必,3
丟着,3
剛尋找,3
一丫斷,3
記恩巴科,3
物質,3
青出,3
很想學,3
更多人,3
哪時,3
學好,3
晚期,3
裡都,3
靠山,3
續集,3
不虧,3
周歌,3
五步,3
比嘟華,3
216,3
海浪,3
一己,3
這簽,3
現況,3
全專輯,3
期末考,3
開到,3
這一個,3
深得我心,3
狗叫,3
媒介,3
再續,3
朱雀,3
借來,3
江中,3
刷刷,3
一所,3
極度,3
彎彎,3
阿倫,3
畫現,3
抱著,3
山陀兒,3
蘆洲,3
侵犯,3
有見過,3
襪子,3
很暈,3
難能,3
尤如,3
場地,3
營業,3
宮女,3
戴面具,3
掏出,3
不常,3
喝點,3
舞團,3
明確,3
歷練,3
CRV,3
陸續,3
周杰倫過,3
貸款,3
候還,3
新山,3
永別,3
發生關,3
舌音,3
灣隊,3
越近,3
關懷,3
第一任,3
懷念過,3
剛過,3
唸了,3
輔大,3
到後來,3
huai,3
護身,3
常安,3
快活,3
待人,3
灑脫,3
奢侈,3
大丈夫,3
不可多得,3
成家,3
此為,3
心有,3
自如,3
十四,3
真切,3
我求,3
萬變,3
常人,3
不消,3
雖有,3
私心,3
方可,3
方能,3
純真,3
歌比,3
終是,3
天來,3
郭富城,3
無法用,3
說粵語,3
劉畊宏作,3
其實個,3
怎地,3
中場,3
走訪,3
甜點,3
分分鐘,3
他們還,3
超商,3
執導,3
一提,3
Xi,3
這首詞,3
董演,3
哲學,3
布丁,3
音樂響,3
線馬甲線,3
書寫,3
分隔,3
除掉,3
RO,3
實地,3
好太多,3
媽咪,3
唱個,3
胡亂,3
愛情類,3
富家女,3
草率,3
un,3
刻苦,3
橫批,3
傑倫超,3
許願池,3
黑曼巴,3
要邊,3
下樓,3
大叫,3
西安,3
東歐,3
真牛,3
走遍,3
能成,3
僅此,3
近平,3
壕裡,3
籠裡,3
鮮血,3
我留,3
太平,3
上校,3
動漫刀,3
巴戰爭,3
過兵,3
戲份,3
上戰場,3
天下太平,3
韭菜,3
盛宴,3
另一番,3
惡夢,3
全力以赴,3
哭紅,3
最慘,3
肢體,3
不全,3
要面,3
蟾蜍,3
政權,3
興哲,3
四首,3
會長,3
老死,3
安寧,3
MP5,3
想得到,3
咱們,3
別看,3
海海,3
淚凝視,3
大法官,3
法學緒論,3
落差,3
刻著,3
歸宿,3
灣藝人,3
會起,3
懷著,3
中長,3
楊桃,3
插管,3
便利商店,3
外觀,3
皆知,3
事項,3
可貴,3
問世間,3
相許,3
超愛這句,3
再起,3
旨意,3
兇惡,3
解散,3
倫無法,3
男二,3
翻成,3
血癌,3
還沒破,3
鄺盛導演,3
耶路撒冷,3
一大截,3
差評,3
數來,3
有票,3
我開,3
博基尼,3
淨化,3
bloom,3
周嫂,3
Linkin,3
踢足球,3
經年,3
哪招,3
504,3
2125,3
過境,3
周杰倫問,3
地主,3
發自內心,3
偏雨漸,3
地去,3
2046,3
超越自我,3
奉獻,3
過著,3
活出,3
驅使,3
恩典,3
偷渡,3
彈得,3
下雪,3
府城,3
盛文,3
精美,3
二十四,3
訓導處,3
收手,3
很近,3
實踐,3
之後發現,3
短褲,3
Ken,3
許光漢來,3
來確,3
唱作,3
戴眼鏡,3
處來,3
不計,3
Listening,3
War,3
我贏,3
誰家,3
一期,3
虛名,3
乒乒,3
乓乓,3
絕後了,3
這麼強,3
倫太有,3
細細品,3
奧及,3
嘉偉,3
抓住,3
玩樂,3
舊地,3
空留,3
水向,3
中國曲風,3
婉轉,3
消去,3
美學,3
祖當兵,3
老院,3
水鄉,3
蘊藏,3
靜候,3
聲名,3
相惜,3
而別,3
非法,3
school,3
詞神,3
沒記錯,3
妓女,3
麗君,3
千次,3
DEC,3
污水,3
處理廠,3
商務會館,3
松竹,3
酒家,3
榮經,3
民歌,3
獨尊,3
八極,3
經緯,3
華夏,3
香主,3
開閘,3
天主堂,3
陰騭,3
盛開,3
自來,3
安拉,3
愛莫能助,3
麥迪遜,3
青山,3
祭祀,3
文理,3
城區,3
部大樓,3
灣省,3
困境,3
必勝,3
形相,3
奴隸,3
幾點,3
最久,3
命盤,3
格拉,3
他當,3
侵襲,3
小夥伴,3
無息,3
退場,3
消亡,3
剛在,3
彭于,3
詞和曲,3
十九年,3
一代人,3
沒著,3
缺德,3
很熱,3
捷克,3
七八年,3
聽不厭,3
的剛,3
舒心,3
歌難,3
迷住,3
植入,3
反轉,3
iphone,3
滿眼,3
拿捏,3
還是巔,3
現代版,3
實質,3
special,3
講廣東,3
很帥氣,3
色系,3
首好,3
風靡,3
所表達,3
譜曲,3
Original,3
大開,3
大黃蜂,3
奴婢,3
好意思,3
獨有,3
恩恩,3
前提,3
上會,3
前排,3
詞其實,3
坦克,3
樂是,3
最愛歌,3
真令人,3
jam,3
車車,3
大帝,3
醜爆,3
沒營養,3
何年,3
哇噻,3
好曲,3
沒有點,3
總些,3
豁然,3
確會,3
沒有現,3
每部,3
美特斯,3
得現,3
五名,3
宣告,3
haoI,3
lips,3
gui,3
waiting,3
peach,3
唱紅,3
音樂給,3
出乎意料,3
夠了,3
經出,3
許久,3
產品,3
風天,3
畜生,3
洗版,3
歌必點,3
甜歌,3
太深,3
不穩,3
他歌,3
觀點,3
首周,3
沒落,3
實際上,3
這首剛,3
伴唱,3
成像,3
佳節,3
已故,3
詞強,3
醒悟,3
顛覆華,3
最令,3
人一樣,3
董唱出,3
發電,3
灣沒,3
beats,3
故作,3
至極,3
導師,3
比照,3
是否是,3
寶寶,3
幾倍,3
起飛,3
不像現,3
Trejo,3
沒大紅,3
張藝興,3
比歌,3
死心塌地,3
墨西哥人,3
鋒芒,3
自退,3
港澳,3
尚武,3
老墨,3
忽視,3
打壓,3
葉問,3
唐人街,3
半天,3
當電影,3
董不會,3
向下,3
犯規,3
嘲諷,3
化音,3
超市,3
翻蓋,3
朝氣,3
千禧年,3
奠定,3
大拇指,3
整片,3
張韶涵,3
respect,3
淳樸,3
多少倍,3
之後整,3
最牛,3
統計,3
說別,3
木版,3
小雞哥,3
咬字清楚,3
ler,3
ker,3
一版,3
南方人,3
吊兒,3
郎當,3
強行,3
東北,3
放暑假,3
轉頭,3
海中,3
主意,3
咀嚼,3
廚房,3
會發,3
消費,3
famous,3
電影時,3
宋文帝,3
元嘉,3
心上,3
唱進,3
然後重,3
這顆,3
比大,3
親中,3
帶到,3
Qi,3
貼文,3
太貴,3
消逝,3
聽傑,3
失戀歌,3
參崴,3
寫入,3
看膩,3
二零二,3
風好,3
聽杰倫歌,3
也過,3
定下,3
浩子,3
收放自如,3
學問,3
特輯,3
美元,3
人當,3
獎禮,3
出席,3
丟人,3
我信,3
告別式,3
畫風,3
星期四,3
爆粗,3
儀式,3
每一刻,3
果粉,3
很孝順,3
拉風,3
Jie,3
changed,3
cang,3
adults,3
resignation,3
hopeful,3
Only,3
nuan,3
warmth,3
getting,3
ou,3
做麼,3
規矩,3
贊啦,3
著過,3
想不出,3
勒索,3
帶大,3
音歌,3
外孫,3
時給,3
著作,3
排斥,3
栽培,3
之別,3
英文名,3
讀書時,3
Check,3
太爽了,3
北北,3
二平,3
臨軍布陣,3
以父,3
動詞,3
灣國,3
Are,3
Take,3
seven,3
hurt,3
Ride,3
bow,3
Wind,3
forest,3
當然爾,3
不動出,3
四只,3
這大,3
幹掉,3
壓驚,3
最遠,3
聽些,3
沒內容,3
何其,3
平心,3
動手,3
business,3
other,3
一炮,3
而紅,3
老丈人,3
浮誇,3
拿著,3
我倫牛,3
這倆,3
隨周,3
沙啞,3
挺不錯,3
哪年,3
劉真,3
遇過,3
放一,3
scam,3
董喜歡,3
不惜一切,3
重病,3
一夫多妻,3
東晉,3
小生,3
快樂夥伴,3
油餅,3
教唆,3
存款,3
價錢,3
寵物,3
姨奶,3
楊宗緯,3
對待,3
春遊,3
大同路,3
184,3
泰晤士河,3
白讀,3
白毛,3
驚嚇,3
血肉,3
稱呼,3
好個,3
所講,3
視感,3
認定,3
春麗,3
真多,3
舞三國,3
董好帥,3
隨興,3
想象力,3
超級強,3
之法,3
同志,3
之餘,3
真敢,3
要講,3
接電話,3
一遇,3
怪腔,3
要出,3
餘韻,3
我錄,3
超級酷,3
決賽,3
許小琳,3
全給,3
震開裂,3
撕心裂肺,3
演壞,3
引導,3
習性,3
裡也,3
好適,3
聽園,3
Cover,3
浴室,3
melody,3
大太陽,3
前寫,3
禮上,3
coloured,3
zhang,3
beside,3
started,3
tour,3
pretend,3
taste,3
如願,3
還在紅,3
瞎逛,3
強爆,3
合起,3
明日,3
撫平,3
指稱,3
當您,3
抱負,3
淬煉,3
中期,3
上述,3
定義,3
臨近,3
大清,3
佔據,3
轉向,3
辛勞,3
